"","Year","State","Fiscal.Policy","Regulatory.Policy","Personal.Freedom","Economic.Freedom","Overall.Freedom","unemployment","beer","wine","church","solutioncenter","emogirls","ifate","videotube","blackcelebrity","64bit","submityour","pogoscrabble","failblog","watchfullepisodesof","pregnancy","gigispice","jobsin","anxiety","datingapp","onlinedating","chink","racism","nigger","goodbooks","onlineclass","eventsnearme","jokes","football","religion","wheretovote","onlinedating"
"1",2004,"Alabama",0.083857997,0.097501155,-0.155371416,0.181359151,0.025987735,5.7,1.19,0.2,75.2948717948718,0,0,0,0,14.1666666666667,13.1666666666667,12.8333333333333,0,0,0,48.5,0,28.8333333333333,19.4166666666667,0,10.75,0,8,18.5,3.83333333333333,3.16666666666667,0,47.75,13.8333333333333,36.6666666666667,4.33333333333333,10.75
"2",2004,"Alaska",-0.205664991,0.076300696,0.0503876,-0.129364294,-0.078976694,7.5,1.31,0.44,31.5,0,0,0,0,0,23.0833333333333,0,0,0,0,49,0,30.75,20.9166666666667,0,10.75,0,8.5,14.5833333333333,7,13.9166666666667,0,53.5833333333333,4.08333333333333,35.0833333333333,3.58333333333333,14.5833333333333
"3",2004,"Arizona",-0.008760284,0.188782711,-0.03690918,0.180022427,0.143113247,5,1.4,0.34,38,4.33333333333333,3.16666666666667,0,0,10,13,6.08333333333333,0,0,0,46.3333333333333,0,23.4166666666667,20.25,0,10.25,0,4.91666666666667,12.4166666666667,4.41666666666667,5.75,0,40.1666666666667,6.25,36.75,6.83333333333333,10.25
"4",2004,"Arkansas",-0.03070496,0.102757605,-0.075841212,0.072052645,-0.003788567,5.7,1.04,0.15,69.3333333333333,0,0,0,0,0,16.75,5,0,0,0,49.4166666666667,0,30.0833333333333,27.3333333333333,0,10.6666666666667,0,10.4166666666667,17.5833333333333,17.4166666666667,15.25,0,56.0833333333333,8.91666666666667,39,5.16666666666667,10.6666666666667
"5",2004,"California",-0.117287381,-0.287566478,0.006635049,-0.404853859,-0.39821881,6.2,1.07,0.52,32.4166666666667,8.33333333333333,0.833333333333333,2.16666666666667,0.416666666666667,3.58333333333333,9.16666666666667,4.41666666666667,0,0,0,47.3333333333333,0,18.5,20.25,0,7.75,2.75,19.8333333333333,11.25,7.75,5.75,0,29.1666666666667,5,32.3333333333333,0,9.5
"6",2004,"Colorado",0.11295232,0.100121871,0.064536143,0.213074191,0.277610333,5.5,1.3,0.43,41.8333333333333,0,0.666666666666667,0,0,5.58333333333333,8.66666666666667,7.41666666666667,0,0,0,54.9166666666667,0,26.6666666666667,24,0,9,0.833333333333333,14.3333333333333,8.5,7.5,4.58333333333333,0,34.5,6.83333333333333,38.5,3.91666666666667,9.08333333333333
"7",2004,"Connecticut",0.046941026,-0.076837361,-0.029883626,-0.029896335,-0.059779961,5,0.93,0.53,31,0,0,0,0,1.66666666666667,7.08333333333333,1.25,0,0,0,53.3333333333333,0,24.3333333333333,25.25,0,7.91666666666667,1.91666666666667,22.1666666666667,14.0833333333333,6.25,6.08333333333333,0,31.9166666666667,5.75,35.3333333333333,5.83333333333333,10.75
"8",2004,"Delaware",-0.03005357,0.051878947,-0.031934419,0.021825377,-0.010109042,4,1.42,0.57,34,0,0,0,0,0,5.5,0,0,0,0,52.8333333333333,0,20.9166666666667,27.8333333333333,0,7.75,0,17,29.25,7,6.66666666666667,0,28.1666666666667,6.83333333333333,39.5,13.25,19.1666666666667
"9",2004,"Florida",0.053831884,0.058499254,0.015425741,0.112331138,0.127756879,4.6,1.34,0.46,40.0833333333333,5.75,1.33333333333333,0,0.25,6.25,12.4166666666667,6,0,0,0.75,44,0,22.1666666666667,22.0833333333333,0,10.1666666666667,3.33333333333333,17.1666666666667,37.5,5.33333333333333,8.83333333333333,0,33.1666666666667,6.83333333333333,34,3.25,9.75
"10",2004,"Georgia",0.029261952,0.138671217,-0.132658712,0.16793317,0.035274457,4.8,1.19,0.27,61.1666666666667,4.66666666666667,1,0,0.333333333333333,11.1666666666667,10.4166666666667,4.91666666666667,0.583333333333333,0,0,50.0833333333333,0,29,19.6666666666667,0,8.33333333333333,1.83333333333333,16.5,32.9166666666667,4.41666666666667,6.75,0,32,9.25,35.75,4.33333333333333,8.91666666666667
"11",2004,"Hawaii",-0.221434083,-0.043721884,-0.061438319,-0.265155967,-0.326594286,3.4,1.38,0.43,27.0833333333333,0,0,0,0,0,12.4166666666667,0,0,0,0,44.75,0,21.5833333333333,16.3333333333333,0,11,0,20.5833333333333,25.5,2.25,6.75,0,35.1666666666667,8.08333333333333,42.3333333333333,2.25,16
"12",2004,"Idaho",-0.049947963,0.217996323,-0.082805947,0.16804836,0.085242413,4.9,1.14,0.72,36.3333333333333,0,0,0,2.83333333333333,0,30.8333333333333,0,0,0,0,52.75,0,21.25,29.8333333333333,0,12.6666666666667,0,10.3333333333333,13.5833333333333,19.4166666666667,10.4166666666667,0,50.5,8.58333333333333,37.5,6.94871794871795,14.5
"13",2004,"Illinois",0.054218241,-0.023115625,-0.172814511,0.031102616,-0.141711895,6.2,1.24,0.32,42.6666666666667,6.16666666666667,0.5,0,0,6.75,8.25,5.91666666666667,0,0,0.833333333333333,47.0833333333333,0,23.3333333333333,21.6666666666667,0,6.58333333333333,2.91666666666667,22.1666666666667,13.3333333333333,7.08333333333333,5,0,34,6.75,36.4166666666667,6.5,6.25
"14",2004,"Indiana",-0.03871116,0.154998399,0.062739263,0.11628724,0.179026502,5.4,1.14,0.22,55.6666666666667,18.3333333333333,1.91666666666667,0,1.16666666666667,7.41666666666667,9.66666666666667,9.58333333333333,0,0,0,50.8333333333333,0,24.75,24.8333333333333,0,9.58333333333333,4,28,13.3333333333333,6,7.58333333333333,0,44.5,8.25,45.5833333333333,8.41666666666667,8.91666666666667
"15",2004,"Iowa",-0.04543875,0.198789139,0.01240036,0.153350389,0.165750749,4.5,1.39,0.16,45.6666666666667,6.41666666666667,1.66666666666667,0,0,15,8.5,5.66666666666667,0,0,0,53.5833333333333,0,29.1666666666667,25.1666666666667,0,11.25,2.66666666666667,18.5,19.3333333333333,9.33333333333333,9.08333333333333,0,46,10.9166666666667,43.1666666666667,4.08333333333333,10.25
"16",2004,"Kansas",-0.122233417,0.221616973,-0.119362715,0.099383556,-0.019979159,5.5,1.14,0.16,48.9166666666667,0,1.58333333333333,0,1.41666666666667,14.0833333333333,6,7,2.91666666666667,0,0,46,0,25.1666666666667,21.8333333333333,0,6.91666666666667,0,18.4166666666667,14.3333333333333,6.41666666666667,11.9166666666667,0,39.4166666666667,9.66666666666667,38.9166666666667,5.41666666666667,6.41666666666667
"17",2004,"Kentucky",-0.052553852,0.093183739,-0.078602055,0.040629887,-0.037972169,5.4,1.07,0.17,65.25,0,0,0,0,4.08333333333333,20.9166666666667,13.4166666666667,0,0,0,52.8333333333333,0,23.0833333333333,28.9166666666667,0,10.25,2.58333333333333,18.8333333333333,22.8333333333333,12.9166666666667,3.75,0,56.6666666666667,7.66666666666667,52.8333333333333,6.5,7.83333333333333
"18",2004,"Louisiana",-0.197132606,0.044417709,-0.053112776,-0.152714897,-0.205827673,5.9,1.38,0.26,49.1666666666667,0,0,0,0,15.4166666666667,14.0833333333333,12.6666666666667,0,0,0,49.6666666666667,0,24.0833333333333,19.0833333333333,0,15.5833333333333,0,19.9166666666667,20,8.08333333333333,2.41666666666667,0,46.75,10.5833333333333,32.0833333333333,3.83333333333333,10.0833333333333
"19",2004,"Maine",-0.137737511,-0.119818901,0.191643057,-0.257556412,-0.065913356,4.6,1.26,0.41,28.9166666666667,0,0,0,2.25,0,22.5,0,0,0,0,46.8333333333333,0,44,22.5833333333333,0,11.6666666666667,0,22.0833333333333,8.66666666666667,20.5833333333333,4.5,0,57.6666666666667,4.5,37.1666666666667,2.25,8.16666666666667
"20",2004,"Maryland",0.12113293,-0.264010833,-0.087545374,-0.142877904,-0.230423278,4.3,1.03,0.33,45.4166666666667,0,1.5,0,0.583333333333333,5,12.25,7.10897435897436,0,0,0,45.5,0,24,21.0833333333333,0,8.75,1.41666666666667,19,11.25,4.58333333333333,6,0,35.9166666666667,6.66666666666667,32.1666666666667,1.25,6.25
"21",2004,"Massachusetts",0.176547233,-0.116970507,0.036951901,0.059576726,0.096528628,5.1,1.1,0.58,31.3333333333333,4.41666666666667,0.75,0,0.5,5.25,12.0833333333333,5.58333333333333,0,0,0,55.6666666666667,0,21.75,25,0,6.33333333333333,2.66666666666667,7,13.1666666666667,6.16666666666667,4.25,0,26.3333333333333,5,21.4166666666667,5.16666666666667,9.66666666666667
"22",2004,"Michigan",-0.064901106,0.10426674,-0.041905693,0.039365634,-0.002540059,7,1.16,0.27,43.4166666666667,6.33333333333333,2.75,0,0.333333333333333,8.25,14.5,7.58333333333333,0,0,0,55,0,25.0833333333333,22.5833333333333,0,7,1.66666666666667,10,16.5,7.75,4.75,0,39.5,8.16666666666667,26.8333333333333,4,11.25
"23",2004,"Minnesota",-0.071327957,0.034582508,0.083586191,-0.036745449,0.046840742,4.7,1.24,0.31,48.4166666666667,5.66666666666667,0.583333333333333,0,0,5.41666666666667,13.4166666666667,3.83333333333333,0,0,0,59.5,0,20.75,26.8333333333333,0,7.41666666666667,2.41666666666667,9.33333333333333,11.5,9.58333333333333,5.83333333333333,0,37.6666666666667,6.41666666666667,25.9166666666667,10.5,9.25
"24",2004,"Mississippi",-0.140157817,0.122738897,-0.083692014,-0.01741892,-0.101110935,6.2,1.38,0.13,72.3333333333333,0,0,0,0,13.7820512820513,25.8333333333333,11.0833333333333,0,0,0,60.6666666666667,0,32.2435897435897,19.4166666666667,0,12.5833333333333,6.16666666666667,14.0833333333333,32.25,0,10.4166666666667,0,45.3333333333333,10.75,32.5833333333333,1.58333333333333,17.4166666666667
"25",2004,"Missouri",0.091309305,0.079408464,0.015038691,0.170717769,0.185756461,5.9,1.33,0.27,51.0833333333333,5.33333333333333,2.91666666666667,0,0,11.0833333333333,10.5833333333333,7.5,0,0,0,49.1666666666667,0,24.0833333333333,20.6666666666667,0,9.5,1.5,19.1666666666667,14.6666666666667,5.58333333333333,11,0,42.1666666666667,6.91666666666667,39.3333333333333,4.25,9.5
"26",2004,"Montana",0.038474549,0.048642108,-0.018253574,0.087116657,0.068863083,4.8,1.57,0.34,32.4166666666667,0,0,0,0,0,8.41666666666667,0,0,0,0,48.0833333333333,0,20.6666666666667,25.75,0,20,12.1987179487179,24.3333333333333,6.08333333333333,0,15.8846153846154,0,50.8333333333333,7.25,35.3333333333333,2.33333333333333,20
"27",2004,"Nebraska",-0.180781949,0.208184782,-0.083759244,0.027402833,-0.056356412,3.9,1.44,0.2,48.75,0,0,0,1.58333333333333,0,16.0833333333333,7.41666666666667,0,0,0,54,0,26.3333333333333,26.4166666666667,0,16.0833333333333,2.75,23.4166666666667,13.9166666666667,6.41666666666667,5.58333333333333,0,51.5833333333333,12.75,42.75,7.08333333333333,16.0833333333333
"28",2004,"Nevada",0.137484865,0.114314448,0.072753858,0.251799314,0.324553172,4.3,1.73,0.63,27.9166666666667,0,0,0,2.25,10.4166666666667,26.6666666666667,4.75,0,0,0,37.8333333333333,0,21.9166666666667,21.8333333333333,0,18.75,8.91666666666667,13.3333333333333,20.6666666666667,6.33333333333333,2.25,0,31.25,6.33333333333333,31,4.66666666666667,18.8333333333333
"29",2004,"New Hampshire",0.337572437,0.030205598,0.080777874,0.367778035,0.448555909,3.8,1.74,0.73,28.9166666666667,0,0,0,2.33333333333333,0,16.5833333333333,0,0,0,0,51,0,28.25,28.25,0,9.83333333333333,0,11.75,14.1666666666667,7.66666666666667,5.33333333333333,0,40.9166666666667,4.66666666666667,35.4166666666667,9.75,9.83333333333333
"30",2004,"New Jersey",-0.016835571,-0.272023575,-0.008346605,-0.288859146,-0.297205751,4.8,0.96,0.52,29.1666666666667,9.41666666666667,3.91666666666667,0,0.666666666666667,8.91666666666667,10.3333333333333,2.75,0.583333333333333,0,0,55.1666666666667,0,23.5,22.8333333333333,0,6.5,1.83333333333333,7.91666666666667,18.8333333333333,6.75,1.75,0,38.25,6,37.4166666666667,4.66666666666667,6.5
"31",2004,"New Mexico",-0.412845719,0.03217961,0.106018178,-0.380666109,-0.274647931,5.5,1.46,0.25,31.25,0,0,0,0,14,27.8333333333333,5.5,0,0,0,50.5833333333333,0,25.3333333333333,25.6666666666667,0,17.0833333333333,0,8.16666666666667,21.0833333333333,7.5,8.41666666666667,0,45.3333333333333,5.5,41.25,3.25,17.0833333333333
"32",2004,"New York",-0.391128234,-0.372269781,-0.0382756,-0.763398015,-0.801673616,5.8,0.92,0.42,28.75,8.5,1.08333333333333,0,0.5,5,12.0833333333333,2.33333333333333,0.166666666666667,0,0,53.0833333333333,0,21.0833333333333,23.8333333333333,0,8.83333333333333,3,8.41666666666667,13.9166666666667,5.16666666666667,3.83333333333333,0.75,35.1666666666667,4.91666666666667,33.3333333333333,5.08333333333333,8.83333333333333
"33",2004,"North Carolina",-0.055450048,0.134370897,0.023091545,0.078920849,0.102012394,5.5,1.16,0.3,60.6666666666667,5.75,1.33333333333333,0,1.33333333333333,5.66666666666667,14.25,5.16666666666667,0,0,0,63.8333333333333,0,26.6666666666667,24.4166666666667,0,10.75,2.08333333333333,5.75,14.6666666666667,5.16666666666667,2.08333333333333,0,33.6666666666667,7.83333333333333,37.25,3.75,10.75
"34",2004,"North Dakota",-0.049437588,0.108478237,-0.010870434,0.059040648,0.048170214,3.4,1.49,0.18,35.3333333333333,0,0,0,0,0,11.1666666666667,0,0,0,0,63.8333333333333,0,28.0833333333333,36.5,0,23.9166666666667,0,18.5833333333333,16,0,12.9166666666667,0,52.8333333333333,7.08333333333333,47.6666666666667,9.58333333333333,20.9166666666667
"35",2004,"Ohio",-0.097833051,0.025366135,-0.064114747,-0.072466915,-0.136581662,6.3,1.34,0.22,47.6666666666667,11.4166666666667,1,0,1.08333333333333,7.33333333333333,10.5,3.25,0,0,0,52.9166666666667,0,21.5833333333333,20.9166666666667,0,7.91666666666667,1.5,8.83333333333333,16.25,6.91666666666667,4.25,0,37.3333333333333,9.91666666666667,38.6666666666667,4.66666666666667,9.16666666666667
"36",2004,"Oklahoma",0.035363681,0.093664718,-0.152105932,0.129028399,-0.023077533,4.9,1.11,0.13,63.25,0,0,0,0,6.83333333333333,12.9166666666667,9.33333333333333,0,0,0,56,0,24.4166666666667,26.4166666666667,0,14.4166666666667,4.16666666666667,7.91666666666667,21,4.5,5.83333333333333,0,38.9166666666667,11.3333333333333,26.75,3.91666666666667,14.25
"37",2004,"Oregon",-0.074220989,-0.107275539,0.041044679,-0.181496528,-0.140451849,7.3,1.23,0.49,37.0833333333333,0,0,0,0,3.25,15.25,2.75,0,0,0,40.75,0,20.4166666666667,18.8333333333333,0,9.33333333333333,3.5,7.91666666666667,11.9166666666667,10.5,6.16666666666667,0,34.1666666666667,5.91666666666667,37.5,2.08333333333333,8.58333333333333
"38",2004,"Pennsylvania",0.131287945,0.034862396,-0.01344086,0.166150341,0.15270948,5.4,1.3,0.23,39.75,7.91666666666667,2,0,0.416666666666667,6.75,11.3333333333333,4.5,0,0,0,48.9166666666667,0,22.0833333333333,24.0833333333333,0,7.33333333333333,3.5,7.66666666666667,27.5833333333333,7.58333333333333,2.91666666666667,0,37.3333333333333,8.16666666666667,40.6666666666667,5.16666666666667,7.83333333333333
"39",2004,"Rhode Island",-0.008785735,-0.081773733,0.050422335,-0.090559468,-0.040137133,5.2,1.13,0.5,27.0833333333333,0,0,0,0,0,12.8333333333333,0,0,0,0,46.1666666666667,0,28.1666666666667,28.9166666666667,0,13.8333333333333,3.75,12,29.9166666666667,6.25,5.33333333333333,0,40.25,5.83333333333333,42.0833333333333,2.83333333333333,12.75
"40",2004,"South Carolina",-0.120355719,0.15012004,-0.074480454,0.029764321,-0.044716133,6.8,1.39,0.24,63.25,11.6089743589744,1.33333333333333,0,0,15.25,14,9.08333333333333,0,0,0,46,0,31.0833333333333,22.9166666666667,0,9.16666666666667,4.83333333333333,12,28,6.83333333333333,9,0,39.5,10.4166666666667,40.3333333333333,2.41666666666667,11.5
"41",2004,"South Dakota",0.158640475,0.171163414,-0.012338952,0.329803889,0.317464937,3.7,1.51,0.18,43.75,0,0,0,0,0,6.33333333333333,0,0,0,0,56.8974358974359,0,25.9166666666667,30.9166666666667,0,23,0,16,12.8589743589744,0,8.75,0,62.6666666666667,9,47.25,5.5,16.25
"42",2004,"Tennessee",0.199131646,0.156789282,-0.05375706,0.355920928,0.302163868,5.3,1.22,0.18,75.4166666666667,4.83333333333333,0,0,0.666666666666667,10.8333333333333,13.9166666666667,10.1666666666667,0,0,0,52.9166666666667,0,24.3333333333333,24.3333333333333,0,9.16666666666667,3.16666666666667,6.41666666666667,19.25,5.91666666666667,7,0,46.3333333333333,9.83333333333333,38.25,3.33333333333333,6.41666666666667
"43",2004,"Texas",0.062882856,0.070116081,-0.120670985,0.132998937,0.012327952,5.9,1.45,0.24,57.9166666666667,6.66666666666667,1.16666666666667,0,1,6.5,12.3333333333333,3.58333333333333,0,0,0,49.5833333333333,0,25.75,22.3333333333333,0,8.41666666666667,1.33333333333333,5.25,11.75,6.5,6.25,0,42.25,8.5,34.25,9.75,9.91666666666667
"44",2004,"Utah",-0.146555307,0.189674849,-0.038001392,0.043119542,0.00511815,5,0.76,0.15,39,0,0,0,0,9.58333333333333,17.75,7.25,0,0,0,55.1666666666667,0,25.8333333333333,23.25,0,15.0833333333333,1.91666666666667,7.75,5.66666666666667,8.75,8.08333333333333,0,48.9166666666667,7.16666666666667,39.9166666666667,5.58333333333333,14.9166666666667
"45",2004,"Vermont",-0.152748586,-0.137917837,0.110976321,-0.290666422,-0.179690101,3.7,1.34,0.55,30.0833333333333,0,7.05128205128205,0,0,0,25,0,0,0,0,45,0,23.25,36.1666666666667,0,13.5,0,14.9166666666667,8.75,9.08333333333333,4.25,0,39.9166666666667,3.83333333333333,37.0833333333333,3.58333333333333,18.0833333333333
"46",2004,"Virginia",0.105524061,0.166340705,-0.070543656,0.271864766,0.201321111,3.8,1.14,0.37,53.8333333333333,1.41666666666667,1,0,0.25,7.5,11,5,0,0,1.16666666666667,49.0833333333333,0,23.6666666666667,21.5,0,10.25,2.83333333333333,15.0833333333333,11.8333333333333,6,5,0,31.9166666666667,7.66666666666667,33,4.66666666666667,10.25
"47",2004,"Washington",-0.023081546,-0.107208373,0.026294109,-0.130289919,-0.10399581,6.3,1.11,0.53,40.1666666666667,8.41666666666667,0.666666666666667,0,0,7.58333333333333,15.5,7.66666666666667,0,0,0,41.4166666666667,0,21.0833333333333,19.75,0,9.25,4.16666666666667,20.0833333333333,9.66666666666667,9.33333333333333,5.16666666666667,0,33.0833333333333,5.16666666666667,37.25,2.58333333333333,9.25
"48",2004,"West Virginia",-0.198115453,-0.044614519,0.13043004,-0.242729972,-0.112299933,5.3,1.25,0.1,44.4166666666667,0,5.16666666666667,0,3.75,0,18.9166666666667,0,0,0,0,58.5833333333333,0,26.1666666666667,23.6666666666667,0,20.4166666666667,0,23.0833333333333,31.1666666666667,6.75,13.0833333333333,0,50.724358974359,12.5833333333333,41,0,20.5
